Model,Mean Score
Model,Mean Score
l2_d7,0.6283836738447159
l2_d5,0.6065510197478984
Model,Mean Score
Model,Mean Score
Model,Mean Score
Model,Mean Score
Model,Mean Score
model_test,0.6136958694849141
model_test,0.6376041941388235
