Epoch,Loss
0,0.593559205532074
1,0.45563122630119324
2,0.4320314824581146
3,0.42509132623672485
4,0.4214414358139038
5,0.41990789771080017
6,0.42219078540802
7,0.419140100479126
8,0.410228431224823
9,0.40630674362182617
10,0.40993064641952515
11,0.4066329598426819
12,0.4068334102630615
13,0.4061625003814697
14,0.400149405002594
15,0.40614572167396545
16,0.39960360527038574
17,0.40407001972198486
18,0.3929222822189331
19,0.4024587869644165
20,0.3928792476654053
21,0.3959886133670807
22,0.39467230439186096
23,0.3909370005130768
24,0.39745622873306274
25,0.3995010256767273
26,0.3969588875770569
27,0.3927370309829712
28,0.39576074481010437
29,0.38237547874450684
Epoch,Loss
0,0.6958761811256409
1,0.4832083582878113
2,0.4453544020652771
3,0.43137040734291077
4,0.43589818477630615
5,0.42162618041038513
6,0.42356711626052856
7,0.4183069169521332
8,0.420474112033844
9,0.41210806369781494
10,0.4138564467430115
11,0.414833664894104
12,0.41527989506721497
13,0.405396968126297
14,0.4062202274799347
15,0.40544354915618896
16,0.39890050888061523
17,0.4166163206100464
18,0.41152653098106384
19,0.40781769156455994
20,0.4088135361671448
21,0.403796911239624
22,0.4010133147239685
23,0.38907602429389954
24,0.3986527919769287
25,0.3960491120815277
26,0.40393760800361633
27,0.3986876606941223
28,0.39216211438179016
29,0.39112356305122375
