Epoch,Loss
0,0.7106468081474304
1,0.4866698086261749
2,0.4411088228225708
3,0.428374707698822
4,0.4199413061141968
5,0.4158972203731537
6,0.41459566354751587
7,0.41751623153686523
8,0.40569889545440674
9,0.4015573263168335
10,0.4063294231891632
11,0.405897855758667
12,0.40668636560440063
13,0.40036746859550476
14,0.39704325795173645
15,0.4009648859500885
16,0.4020129442214966
17,0.40134862065315247
18,0.4020763337612152
19,0.40820616483688354
20,0.39972278475761414
21,0.3946893811225891
22,0.3988238275051117
23,0.39904460310935974
24,0.3960135877132416
25,0.3888205587863922
26,0.3809877932071686
27,0.3827788829803467
28,0.38147446513175964
29,0.3841308057308197
Epoch,Loss
0,0.7200685143470764
1,0.5121859312057495
2,0.5020924806594849
3,0.49254676699638367
4,0.4998781085014343
5,0.4925278425216675
6,0.4898596405982971
7,0.48185470700263977
8,0.49131882190704346
9,0.48503851890563965
10,0.4745520055294037
11,0.4774417281150818
12,0.47726014256477356
13,0.47114264965057373
14,0.4735529124736786
15,0.47476834058761597
16,0.4654330611228943
17,0.46604451537132263
18,0.47081366181373596
19,0.4720826745033264
20,0.4588731527328491
21,0.45933905243873596
22,0.45915594696998596
23,0.4575578272342682
24,0.4578365087509155
25,0.4575991928577423
26,0.45410528779029846
27,0.4513201117515564
28,0.45452138781547546
29,0.45681753754615784
30,0.45430970191955566
31,0.45703262090682983
32,0.4496033787727356
33,0.4442351758480072
34,0.4555194079875946
35,0.4466129243373871
36,0.44780853390693665
37,0.443231463432312
38,0.45076778531074524
39,0.4444594979286194
40,0.4471321702003479
41,0.4490193724632263
42,0.44457632303237915
43,0.43676865100860596
44,0.43772196769714355
45,0.4457899034023285
46,0.4408304989337921
47,0.4361664056777954
48,0.4401814937591553
49,0.43965303897857666
50,0.4367062449455261
51,0.4369325339794159
52,0.43909770250320435
53,0.43971771001815796
54,0.438035786151886
55,0.44102993607521057
56,0.44477957487106323
57,0.4312334656715393
58,0.43499889969825745
59,0.43283611536026
60,0.4401412606239319
61,0.4343213140964508
62,0.4319603443145752
63,0.4328359067440033
64,0.4374600350856781
65,0.4309738874435425
66,0.4343423545360565
67,0.43664810061454773
68,0.4274962544441223
69,0.431734174489975
70,0.43180492520332336
71,0.435028076171875
72,0.427430123090744
73,0.4239194989204407
74,0.4299568831920624
75,0.43045100569725037
76,0.43267858028411865
77,0.42244380712509155
78,0.4213655889034271
79,0.4219857156276703
80,0.42856618762016296
81,0.4300937354564667
82,0.43117377161979675
83,0.42896851897239685
84,0.4273577034473419
85,0.4210173487663269
86,0.4273032248020172
87,0.42962658405303955
88,0.42235276103019714
89,0.4317767024040222
90,0.4208589792251587
91,0.43070751428604126
92,0.4225385785102844
93,0.427503764629364
94,0.4204619526863098
