Epoch,Loss
0,0.6324791312217712
1,0.4630748927593231
2,0.4393877685070038
3,0.4367973208427429
4,0.4370385706424713
5,0.4340740442276001
6,0.4238484501838684
7,0.426098495721817
8,0.42192649841308594
9,0.4246649742126465
10,0.42388397455215454
11,0.4141748249530792
12,0.4186957776546478
13,0.4168567657470703
14,0.41542747616767883
15,0.41535282135009766
16,0.4168550372123718
17,0.41348475217819214
18,0.4102630913257599
19,0.4056791067123413
20,0.40301916003227234
21,0.40113478899002075
22,0.40900373458862305
23,0.39861419796943665
24,0.4066801071166992
25,0.39553171396255493
26,0.40012603998184204
27,0.3981740176677704
28,0.3954590857028961
29,0.4098438620567322
Epoch,Loss
0,0.5632447004318237
1,0.4994288682937622
2,0.49361294507980347
3,0.4819276034832001
4,0.48144450783729553
5,0.4730851948261261
6,0.4611646234989166
7,0.4565940499305725
8,0.44895273447036743
9,0.4485222399234772
10,0.4509560763835907
11,0.446892112493515
12,0.4467083811759949
13,0.4440436363220215
14,0.4404855966567993
15,0.4396642744541168
16,0.4388129711151123
17,0.434488445520401
18,0.4317094087600708
19,0.43622681498527527
20,0.4321979880332947
21,0.4364053010940552
22,0.4246625006198883
23,0.4267881512641907
24,0.4279594123363495
25,0.42643216252326965
26,0.4319537580013275
27,0.42919501662254333
28,0.420564740896225
29,0.4292932152748108
30,0.42498934268951416
31,0.4240911602973938
32,0.4191429018974304
33,0.4252479076385498
34,0.42415469884872437
35,0.4270634949207306
36,0.4276638329029083
37,0.42523398995399475
38,0.4217638075351715
39,0.4214402735233307
40,0.4157860577106476
41,0.4173246920108795
42,0.4182572662830353
43,0.41997307538986206
44,0.4132092595100403
45,0.42168688774108887
46,0.42357563972473145
47,0.4222815930843353
48,0.4160054922103882
49,0.41616764664649963
50,0.4207884967327118
51,0.41689351201057434
52,0.41431018710136414
53,0.4133431911468506
54,0.41932690143585205
55,0.41206982731819153
56,0.4166020452976227
57,0.41229748725891113
58,0.41277334094047546
59,0.41299012303352356
60,0.40694719552993774
61,0.412883996963501
62,0.41367417573928833
63,0.4124794602394104
64,0.41020044684410095
65,0.411531925201416
66,0.4166719615459442
67,0.40772292017936707
68,0.41333213448524475
69,0.4113036096096039
70,0.41076821088790894
71,0.4090368449687958
72,0.4119904935359955
73,0.40720340609550476
74,0.4050527513027191
75,0.41320836544036865
76,0.4076153635978699
77,0.4086630344390869
78,0.4064590334892273
79,0.40660369396209717
80,0.4027579128742218
81,0.4025512635707855
82,0.40129849314689636
83,0.4061295986175537
84,0.4070608615875244
85,0.4020831286907196
86,0.40275275707244873
87,0.402509480714798
88,0.40095841884613037
89,0.40213677287101746
90,0.40496593713760376
91,0.4017234146595001
92,0.4006786048412323
93,0.40172237157821655
94,0.405709832906723
95,0.4083285629749298
96,0.4031824469566345
97,0.398449182510376
98,0.39814692735671997
99,0.3974359333515167
100,0.40406569838523865
101,0.40494632720947266
102,0.40295928716659546
103,0.40214768052101135
104,0.39912188053131104
105,0.3988412022590637
106,0.3996361792087555
107,0.39728423953056335
108,0.40136152505874634
109,0.40262460708618164
110,0.39520880579948425
111,0.3994618058204651
112,0.3971600830554962
113,0.3969748914241791
114,0.3933585286140442
115,0.39472320675849915
116,0.39697858691215515
117,0.39645087718963623
118,0.39553067088127136
119,0.3911551535129547
120,0.39307400584220886
121,0.3986867666244507
122,0.3945837616920471
123,0.39655038714408875
124,0.39267462491989136
125,0.3949013948440552
126,0.39246490597724915
127,0.39306607842445374
128,0.39071184396743774
129,0.39202451705932617
130,0.39487913250923157
131,0.3953077793121338
132,0.391550749540329
133,0.39250773191452026
134,0.3918924629688263
135,0.3930152356624603
136,0.3933069407939911
137,0.3958292007446289
138,0.38793429732322693
139,0.38619107007980347
140,0.3873721659183502
141,0.3881903886795044
142,0.39418601989746094
143,0.3875170052051544
144,0.3827977478504181
145,0.3881509602069855
146,0.390206515789032
147,0.3866063058376312
148,0.38726887106895447
149,0.3867378830909729
