Epoch,Loss
0,0.6861812472343445
1,0.4914252460002899
2,0.44523292779922485
3,0.4333905875682831
4,0.4333963394165039
5,0.4207882583141327
6,0.42644599080085754
7,0.4143199622631073
8,0.4143598973751068
9,0.4118671715259552
10,0.40658843517303467
11,0.41251176595687866
12,0.40771958231925964
13,0.4070192873477936
14,0.413042277097702
15,0.40546461939811707
16,0.40594542026519775
17,0.3982446491718292
18,0.4043457508087158
19,0.4107398986816406
20,0.40556928515434265
21,0.39911559224128723
22,0.4036979377269745
23,0.39606496691703796
24,0.3926731050014496
25,0.3900507390499115
26,0.3974209725856781
27,0.399535208940506
28,0.3926596939563751
29,0.3944874107837677
